test	4.51942955098
test	0.619097279908
test	0.619802978357
test	4.85331402637
test	4.50408051532
mine	4.15678965731
mine	4.87400394194
mine	4.28528605519
mine	4.07342284515
mine	4.09688420353
mine	4.14091540681
mine	4.1567877694
mine	4.13954025766
mine	3.87317855039
mine	2.41811745782
mine	4.28501986075
mine	4.26766398333
mine	4.0182828382
mine	3.78506366012
mine	4.49109400251
mine	4.1077124647
mine	4.62390199514
mine	4.15492856172
mine	4.45687725605
mine	4.46976937367
mine	3.9850168401
mine	4.25703735029
mine	4.15682930329
mine	4.03527586051
mine	2.69034299437
mine	1.27482253704
mine	3.95639697331
mine	4.87286968933
mine	0.617652278322
mine	4.30192981529
mine	4.12309132924
mine	4.76904177554
mine	3.95253885306
mine	4.28487977828
mine	4.13594833185
mine	4.20255018048
